radboudsource,sourceguid,sourcelabel,radboudtarget,targetguid,targetlabel
CHEMBL2108222,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108222,ALOXIPRIN,HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL2336071,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2336071,SIPONIMOD,EFO_0003929,http://www.ebi.ac.uk/efo/EFO_0003929,relapsing-remitting multiple sclerosis
CHEMBL1051,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1051,LATANOPROST,EFO_1001069,http://www.ebi.ac.uk/efo/EFO_1001069,ocular hypertension
CHEMBL1201185,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201185,LANREOTIDE,EFO_1001485,http://www.ebi.ac.uk/efo/EFO_1001485,acromegaly
CHEMBL1201476,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201476,ENOXAPARIN SODIUM,HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL1201476,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201476,ENOXAPARIN SODIUM,EFO_0003907,http://www.ebi.ac.uk/efo/EFO_0003907,deep vein thrombosis
CHEMBL1286,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1286,LEVETIRACETAM,HP_0002069,http://purl.obolibrary.org/obo/HP_0002069,Bilateral tonic-clonic seizure
CHEMBL1433,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1433,DOXYCYCLINE ANHYDROUS,EFO_0003894,http://www.ebi.ac.uk/efo/EFO_0003894,acne
CHEMBL1433,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1433,DOXYCYCLINE ANHYDROUS,EFO_1000760,http://www.ebi.ac.uk/efo/EFO_1000760,rosacea
CHEMBL2108147,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108147,STREPTOKINASE,HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL218490,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL218490,DORZOLAMIDE,EFO_1001069,http://www.ebi.ac.uk/efo/EFO_1001069,ocular hypertension
CHEMBL259209,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL259209,MILNACIPRAN,EFO_0005687,http://www.ebi.ac.uk/efo/EFO_0005687,fibromyalgia
CHEMBL702,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL702,PIPERACILLIN,EFO_0007149,http://www.ebi.ac.uk/efo/EFO_0007149,appendicitis
CHEMBL702,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL702,PIPERACILLIN,EFO_1001459,http://www.ebi.ac.uk/efo/EFO_1001459,diabetic foot
CHEMBL702,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL702,PIPERACILLIN,EFO_1001312,http://www.ebi.ac.uk/efo/EFO_1001312,Endometritis
CHEMBL71752,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL71752,VINPOCETINE,EFO_0003888,http://www.ebi.ac.uk/efo/EFO_0003888,attention deficit hyperactivity disorder
CHEMBL1200878,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200878,TRIAMCINOLONE HEXACETONIDE,HP_0001742,http://purl.obolibrary.org/obo/HP_0001742,Nasal congestion
CHEMBL1200878,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200878,TRIAMCINOLONE HEXACETONIDE,HP_0006536,http://purl.obolibrary.org/obo/HP_0006536,Airway obstruction
CHEMBL1200878,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200878,TRIAMCINOLONE HEXACETONIDE,EFO_0009552,http://www.ebi.ac.uk/efo/EFO_0009552,hemorrhoid
CHEMBL1200878,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200878,TRIAMCINOLONE HEXACETONIDE,EFO_0005752,http://www.ebi.ac.uk/efo/EFO_0005752,eye inflammation
CHEMBL1201173,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201173,MEDRYSONE,EFO_0005752,http://www.ebi.ac.uk/efo/EFO_0005752,eye inflammation
CHEMBL1201833,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201833,GOLIMUMAB,EFO_0003898,http://www.ebi.ac.uk/efo/EFO_0003898,ankylosing spondylitis
CHEMBL1518,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1518,PROPYLTHIOURACIL,HP_0000820,http://purl.obolibrary.org/obo/HP_0000820,Abnormality of the thyroid gland
CHEMBL1536,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1536,ERGOCALCIFEROL,HP_0002148,http://purl.obolibrary.org/obo/HP_0002148,Hypophosphatemia
CHEMBL1572,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1572,NETILMICIN,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
CHEMBL1615438,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1615438,LEVOCABASTINE,HP_0001742,http://purl.obolibrary.org/obo/HP_0001742,Nasal congestion
CHEMBL1983350,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1983350,STIRIPENTOL,Orphanet_33069,http://www.orpha.net/ORDO/Orphanet_33069,Dravet syndrome
CHEMBL832,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL832,SULFINPYRAZONE,EFO_0004274,http://www.ebi.ac.uk/efo/EFO_0004274,gout
CHEMBL1200640,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200640,FERROUS FUMARATE,EFO_0001070,http://www.ebi.ac.uk/efo/EFO_0001070,folate deficiency
CHEMBL1200640,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200640,FERROUS FUMARATE,HP_0001891,http://purl.obolibrary.org/obo/HP_0001891,Iron deficiency anemia
CHEMBL1200969,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200969,DUTASTERIDE,EFO_0000284,http://www.ebi.ac.uk/efo/EFO_0000284,benign prostatic hyperplasia
CHEMBL1950576,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1950576,DIHYDROSTREPTOMYCIN,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
CHEMBL2010507,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2010507,METHOXYPHENAMINE,HP_0006536,http://purl.obolibrary.org/obo/HP_0006536,Airway obstruction
CHEMBL354541,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL354541,LOMITAPIDE,Orphanet_391665,http://www.orpha.net/ORDO/Orphanet_391665,Homozygous familial hypercholesterolemia
CHEMBL636,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL636,RIVASTIGMINE,HP_0000726,http://purl.obolibrary.org/obo/HP_0000726,Dementia
CHEMBL788,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL788,IDOXURIDINE,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
CHEMBL88055,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL88055,RIMITEROL,HP_0006536,http://purl.obolibrary.org/obo/HP_0006536,Airway obstruction
CHEMBL1095607,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1095607,REPROTEROL,HP_0006536,http://purl.obolibrary.org/obo/HP_0006536,Airway obstruction
CHEMBL1200668,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200668,CALCIUM CHLORIDE,HP_0002901,http://purl.obolibrary.org/obo/HP_0002901,Hypocalcemia
CHEMBL1201632,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201632,IMIGLUCERASE,Orphanet_77261,http://www.orpha.net/ORDO/Orphanet_77261,Gaucher disease type 3
CHEMBL1201632,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201632,IMIGLUCERASE,Orphanet_77259,http://www.orpha.net/ORDO/Orphanet_77259,Gaucher disease type 1
CHEMBL2108078,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108078,PARATHYROID HORMONE,HP_0002901,http://purl.obolibrary.org/obo/HP_0002901,Hypocalcemia
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,HP_0001094,http://purl.obolibrary.org/obo/HP_0001094,Iridocyclitis
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,HP_0012424,http://purl.obolibrary.org/obo/HP_0012424,Chorioretinitis
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,HP_0001742,http://purl.obolibrary.org/obo/HP_0001742,Nasal congestion
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_0009552,http://www.ebi.ac.uk/efo/EFO_0009552,hemorrhoid
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_0004276,http://www.ebi.ac.uk/efo/EFO_0004276,Stevens-Johnson syndrome
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_0003894,http://www.ebi.ac.uk/efo/EFO_0003894,acne
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_0005752,http://www.ebi.ac.uk/efo/EFO_0005752,eye inflammation
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_1000941,http://www.ebi.ac.uk/efo/EFO_1000941,frozen shoulder
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_1001194,http://www.ebi.ac.uk/efo/EFO_1001194,subacute thyroiditis
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_0003898,http://www.ebi.ac.uk/efo/EFO_0003898,ankylosing spondylitis
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_0003956,http://www.ebi.ac.uk/efo/EFO_0003956,seasonal allergic rhinitis
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_0004274,http://www.ebi.ac.uk/efo/EFO_0004274,gout
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_0007141,http://www.ebi.ac.uk/efo/EFO_0007141,allergic conjunctivitis
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_0007160,http://www.ebi.ac.uk/efo/EFO_0007160,autoimmune thrombocytopenic purpura
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_0007520,http://www.ebi.ac.uk/efo/EFO_0007520,trichinosis
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_1000039,http://www.ebi.ac.uk/efo/EFO_1000039,meningeal tuberculosis
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_0009456,http://www.ebi.ac.uk/efo/EFO_0009456,exfoliative dermatitis
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_0007257,http://www.ebi.ac.uk/efo/EFO_0007257,eosinophilic pneumonia
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_1000694,http://www.ebi.ac.uk/efo/EFO_1000694,erythema multiforme
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_0007403,http://www.ebi.ac.uk/efo/EFO_0007403,ophthalmic herpes zoster
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_1000997,http://www.ebi.ac.uk/efo/EFO_1000997,iritis
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_1001896,http://www.ebi.ac.uk/efo/EFO_1001896,lateral epicondylitis
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_1001051,http://www.ebi.ac.uk/efo/EFO_1001051,mycosis fungoides
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_1001205,http://www.ebi.ac.uk/efo/EFO_1001205,sympathetic ophthalmia
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,EFO_1001494,http://www.ebi.ac.uk/efo/EFO_1001494,psoriasis vulgaris
CHEMBL809,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL809,SERTRALINE,MONDO_0002009,http://purl.obolibrary.org/obo/MONDO_0002009,major depressive disorder
CHEMBL1199324,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1199324,FOSAPREPITANT,EFO_0004888,http://www.ebi.ac.uk/efo/EFO_0004888,post operative nausea and vomiting
CHEMBL1199324,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1199324,FOSAPREPITANT,EFO_0006911,http://www.ebi.ac.uk/efo/EFO_0006911,Chemotherapy-induced nausea and vomiting
CHEMBL1266,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1266,TETRAHYDROZOLINE,HP_0001742,http://purl.obolibrary.org/obo/HP_0001742,Nasal congestion
CHEMBL1900528,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1900528,TIOTROPIUM,HP_0006536,http://purl.obolibrary.org/obo/HP_0006536,Airway obstruction
CHEMBL1900528,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1900528,TIOTROPIUM,EFO_0006505,http://www.ebi.ac.uk/efo/EFO_0006505,chronic bronchitis
CHEMBL22108,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL22108,DIMETHINDENE,HP_0000989,http://purl.obolibrary.org/obo/HP_0000989,Pruritus
CHEMBL24,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL24,ATENOLOL,EFO_0003913,http://www.ebi.ac.uk/efo/EFO_0003913,angina pectoris
CHEMBL24778,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL24778,SILODOSIN,EFO_0000284,http://www.ebi.ac.uk/efo/EFO_0000284,benign prostatic hyperplasia
CHEMBL1200370,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200370,BENZOYL PEROXIDE,EFO_0003894,http://www.ebi.ac.uk/efo/EFO_0003894,acne
CHEMBL134,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL134,CLONIDINE,EFO_0003888,http://www.ebi.ac.uk/efo/EFO_0003888,attention deficit hyperactivity disorder
CHEMBL2364655,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2364655,EVOLOCUMAB,Orphanet_391665,http://www.orpha.net/ORDO/Orphanet_391665,Homozygous familial hypercholesterolemia
CHEMBL3989986,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3989986,RAVULIZUMAB,Orphanet_447,http://www.orpha.net/ORDO/Orphanet_447,Paroxysmal nocturnal hemoglobinuria
CHEMBL493,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL493,BROMOCRIPTINE,EFO_1001485,http://www.ebi.ac.uk/efo/EFO_1001485,acromegaly
CHEMBL611,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL611,TERAZOSIN,EFO_0000284,http://www.ebi.ac.uk/efo/EFO_0000284,benign prostatic hyperplasia
CHEMBL1043,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1043,DAPSONE,EFO_0003894,http://www.ebi.ac.uk/efo/EFO_0003894,acne
CHEMBL1200963,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200963,BIMATOPROST,EFO_1001069,http://www.ebi.ac.uk/efo/EFO_1001069,ocular hypertension
CHEMBL1200963,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200963,BIMATOPROST,Orphanet_55654,http://www.orpha.net/ORDO/Orphanet_55654,Hypotrichosis simplex
CHEMBL1201265,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201265,METHYLPREDNISOLONE HEMISUCCINATE,EFO_0003894,http://www.ebi.ac.uk/efo/EFO_0003894,acne
CHEMBL1364144,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1364144,METHYLPREDNISOLONE ACETATE,EFO_1000941,http://www.ebi.ac.uk/efo/EFO_1000941,frozen shoulder
CHEMBL294199,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL294199,CAPSAICIN,HP_0002829,http://purl.obolibrary.org/obo/HP_0002829,Arthralgia
CHEMBL294199,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL294199,CAPSAICIN,EFO_1000941,http://www.ebi.ac.uk/efo/EFO_1000941,frozen shoulder
CHEMBL294199,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL294199,CAPSAICIN,EFO_0005762,http://www.ebi.ac.uk/efo/EFO_0005762,neuropathic pain
CHEMBL3,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3,NICOTINE,EFO_0003768,http://www.ebi.ac.uk/efo/EFO_0003768,nicotine dependence
CHEMBL423,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL423,BETAXOLOL,EFO_1001069,http://www.ebi.ac.uk/efo/EFO_1001069,ocular hypertension
CHEMBL705,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL705,ALITRETINOIN,HP_0000964,http://purl.obolibrary.org/obo/HP_0000964,Eczematoid dermatitis
CHEMBL1493,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1493,FLAVOXATE,HP_0000103,http://purl.obolibrary.org/obo/HP_0000103,Polyuria
CHEMBL1508,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1508,ESCITALOPRAM,MONDO_0002009,http://purl.obolibrary.org/obo/MONDO_0002009,major depressive disorder
CHEMBL1517,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1517,OXYTETRACYCLINE,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
CHEMBL218394,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL218394,BOCEPREVIR,EFO_0004220,http://www.ebi.ac.uk/efo/EFO_0004220,chronic hepatitis C virus infection
CHEMBL1201513,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201513,HEPARIN CALCIUM,HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL1201828,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201828,ECULIZUMAB,Orphanet_447,http://www.orpha.net/ORDO/Orphanet_447,Paroxysmal nocturnal hemoglobinuria
CHEMBL198362,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL198362,RIVAROXABAN,HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL198362,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL198362,RIVAROXABAN,EFO_0003907,http://www.ebi.ac.uk/efo/EFO_0003907,deep vein thrombosis
CHEMBL3301594,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3301594,FOSTEMSAVIR,EFO_0000180,http://www.ebi.ac.uk/efo/EFO_0000180,HIV-1 infection
CHEMBL1201064,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201064,FLUOROMETHOLONE ACETATE,EFO_0009552,http://www.ebi.ac.uk/efo/EFO_0009552,hemorrhoid
CHEMBL1201064,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201064,FLUOROMETHOLONE ACETATE,EFO_0003894,http://www.ebi.ac.uk/efo/EFO_0003894,acne
CHEMBL1201064,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201064,FLUOROMETHOLONE ACETATE,EFO_0005752,http://www.ebi.ac.uk/efo/EFO_0005752,eye inflammation
CHEMBL1201724,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201724,POVIDONE-IODINE,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
CHEMBL1201863,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201863,DEXLANSOPRAZOLE,HP_0100633,http://purl.obolibrary.org/obo/HP_0100633,Esophagitis
CHEMBL1384,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1384,KANAMYCIN,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
CHEMBL1450,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1450,ATOVAQUONE,EFO_0007448,http://www.ebi.ac.uk/efo/EFO_0007448,pneumocystosis
CHEMBL1743041,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1743041,MOGAMULIZUMAB,EFO_1000785,http://www.ebi.ac.uk/efo/EFO_1000785,Sezary's disease
CHEMBL1743041,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1743041,MOGAMULIZUMAB,EFO_1001051,http://www.ebi.ac.uk/efo/EFO_1001051,mycosis fungoides
CHEMBL264241,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL264241,ANIDULAFUNGIN,EFO_1001282,http://www.ebi.ac.uk/efo/EFO_1001282,Candidemia
CHEMBL31,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL31,GATIFLOXACIN,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
CHEMBL3989751,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3989751,NEOMYCIN,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
