radboudsource,sourceguid,sourcelabel,targettype
CHEMBL2108938,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108938,CADEXOMER IODINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2109005,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2109005,CASTOR OIL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2110805,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110805,EMEPRONIUM,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL21731,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL21731,MAPROTILINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL30,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL30,CIMETIDINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3545131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3545131,ISATUXIMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL3707352,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3707352,POLICOSANOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL45029,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL45029,MEPHOBARBITAL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL525076,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL525076,ENFUVIRTIDE,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL567,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL567,PERPHENAZINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL570,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL570,TRIFLUPROMAZINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201284,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201284,CINACALCET,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201460,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201460,DALTEPARIN SODIUM,http://rdf.ebi.ac.uk/terms/chembl#Oligosaccharide
CHEMBL1201479,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201479,POLYETHYLENE GLYCOL 3350,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201666,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201666,LEPIRUDIN,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL1201749,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201749,DIFLUPREDNATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1237132,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1237132,CLEVIDIPINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1257073,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1257073,TECOVIRIMAT,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1484,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1484,NICARDIPINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1504,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1504,TRIAMCINOLONE ACETONIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1580,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1580,PENTOSTATIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1581,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1581,PERINDOPRIL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL17,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL17,DICHLORPHENAMIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1742996,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1742996,BRODALUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL2108222,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108222,ALOXIPRIN,http://rdf.ebi.ac.uk/terms/chembl#UnknownSubstance
CHEMBL2336071,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2336071,SIPONIMOD,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL30116,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL30116,PIPEMIDIC ACID,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3286830,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3286830,LORLATINIB,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3301587,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3301587,DURVALUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL521686,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL521686,OLAPARIB,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL70,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL70,MORPHINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1051,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1051,LATANOPROST,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201185,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201185,LANREOTIDE,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL1201476,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201476,ENOXAPARIN SODIUM,http://rdf.ebi.ac.uk/terms/chembl#Oligosaccharide
CHEMBL1286,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1286,LEVETIRACETAM,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1366,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1366,AURANOFIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1433,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1433,DOXYCYCLINE ANHYDROUS,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1908307,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1908307,FLOSEQUINAN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2108147,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108147,STREPTOKINASE,http://rdf.ebi.ac.uk/terms/chembl#Enzyme
CHEMBL2110816,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110816,BUTRIPTYLINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL218490,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL218490,DORZOLAMIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL259209,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL259209,MILNACIPRAN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL404108,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL404108,LUMIRACOXIB,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL434394,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL434394,NEBIVOLOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL450,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL450,METHARBITAL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL464,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL464,ETRETINATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL589586,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL589586,MONOMETHYL FUMARATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL702,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL702,PIPERACILLIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL71752,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL71752,VINPOCETINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL750,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL750,ZONISAMIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL917,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL917,FLOXURIDINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL981,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL981,FENOFIBRIC ACID,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1165342,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1165342,VINCAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1200878,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200878,TRIAMCINOLONE HEXACETONIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201139,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201139,MEGESTROL ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201173,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201173,MEDRYSONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201235,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201235,METHYLHOMATROPINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201833,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201833,GOLIMUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL1513,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1513,IRBESARTAN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1518,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1518,PROPYLTHIOURACIL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1536,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1536,ERGOCALCIFEROL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1570,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1570,SULFOXONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1572,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1572,NETILMICIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1601,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1601,CEFONICID,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1615438,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1615438,LEVOCABASTINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1983350,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1983350,STIRIPENTOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2103758,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2103758,PRAMLINTIDE,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL2107831,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2107831,LUSUTROMBOPAG,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL38827,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL38827,LUMEFANTRINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3989974,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3989974,CEFIDEROCOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL649,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL649,NADOLOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL728,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL728,PROCHLORPERAZINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL771,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL771,CYCLOSERINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL782,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL782,TOLBUTAMIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL818,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL818,IOBENGUANE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL832,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL832,SULFINPYRAZONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL957,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL957,BOSENTAN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1117,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1117,IDARUBICIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1200640,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200640,FERROUS FUMARATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1200854,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200854,FLUPHENAZINE DECANOATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1200969,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200969,DUTASTERIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1200986,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200986,HALOPERIDOL DECANOATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201266,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201266,LODOXAMIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201647,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201647,"SUGAR, INVERT",http://rdf.ebi.ac.uk/terms/chembl#UnknownSubstance
CHEMBL15891,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL15891,LINDANE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1950576,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1950576,DIHYDROSTREPTOMYCIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL20,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL20,ACETAZOLAMIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2010507,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2010507,METHOXYPHENAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL354541,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL354541,LOMITAPIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3707227,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3707227,ATEZOLIZUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL465026,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL465026,NEFOPAM,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL53463,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL53463,DOXORUBICIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL537,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL537,HYDROQUINONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL558,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL558,MEXILETINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL636,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL636,RIVASTIGMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL747,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL747,CYCLOGUANIL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL788,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL788,IDOXURIDINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL848,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL848,LENALIDOMIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL88055,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL88055,RIMITEROL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1095607,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1095607,REPROTEROL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1115,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1115,PYRIDOSTIGMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1200668,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200668,CALCIUM CHLORIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201191,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201191,LEVOCETIRIZINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201356,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201356,METHYLERGONOVINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201497,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201497,INSULIN GLARGINE,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL1201556,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201556,BECAPLERMIN,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL1201632,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201632,IMIGLUCERASE,http://rdf.ebi.ac.uk/terms/chembl#Enzyme
CHEMBL1495,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1495,OXYPHENCYCLIMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1614637,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1614637,PHENETHICILLIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2108078,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108078,PARATHYROID HORMONE,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL2111101,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2111101,PIMAVANSERIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2364638,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2364638,UBROGEPANT,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3137321,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3137321,BENZHYDROCODONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL384467,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL384467,DEXAMETHASONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL49,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL49,BUSPIRONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL55,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL55,PENTAMIDINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL809,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL809,SERTRALINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1199324,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1199324,FOSAPREPITANT,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
