UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	7915	Gene	ALDH5A1	0.166489	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CALDH5A1%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	939976	Gene	succinate-semialdehyde dehydrogenase	0.00690853	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Csuccinate-semialdehyde%20dehydrogenase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	7915	Gene	SSADH	0.00410078	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CSSADH%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	291133	Gene	succinic semialdehyde dehydrogenase	0.00406384	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Csuccinic%20semialdehyde%20dehydrogenase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	3880915	Gene	succinate semialdehyde dehydrogenase	0.000628048	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Csuccinate%20semialdehyde%20dehydrogenase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	14405	Gene	GabaA	0.00036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CGabaA%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	18	Gene	4-aminobutyrate transaminase	0.000332496	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7C4-aminobutyrate%20transaminase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	72448059	Gene	aldehyde dehydrogenase	0.000332496	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Caldehyde%20dehydrogenase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D011963	Gene	Receptors, GABA-A	0.000295552	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CReceptors,%20GABA-A%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D006884	Gene	Hydroxybutyrate Dehydrogenase	0.000258608	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CHydroxybutyrate%20Dehydrogenase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	C019416	Gene	4-hydroxybutyrate dehydrogenase	0.000258608	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7C4-hydroxybutyrate%20dehydrogenase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	6737	Gene	SSA	0.000258608	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CSSA%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	18	Gene	GABA transaminase	0.000221664	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CGABA%20transaminase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D018080	Gene	Receptors, GABA-B	0.00018472	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CReceptors,%20GABA-B%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	419455	Gene	Mechanistic target of rapamycin	0.000147776	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CMechanistic%20target%20of%20rapamycin%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	104897615	Gene	urease	0.000147776	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Curease%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	6647	Gene	SOD	0.000147776	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CSOD%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D018079	Gene	Receptors, GABA	0.000147776	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CReceptors,%20GABA%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D002336	Gene	Carnosine	0.000110832	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CCarnosine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	55862	Gene	methylmalonyl-CoA decarboxylase	0.000110832	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Cmethylmalonyl-CoA%20decarboxylase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	72448815	Gene	glutathione peroxidase	0.000110832	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Cglutathione%20peroxidase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	11758	Gene	GPx	0.000110832	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CGPx%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	2475	Gene	MTOR	0.000110832	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CMTOR%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	158	Gene	adenylosuccinate lyase	0.000110832	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Cadenylosuccinate%20lyase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	1213	Gene	HC	0.000110832	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CHC%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	847	Gene	catalase	0.000110832	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Ccatalase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	7915	Gene	aldehyde dehydrogenase 5 family member A1	0.000110832	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Caldehyde%20dehydrogenase%205%20family%20member%20A1%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	613029	Gene	glutamic acid decarboxylase	0.000110832	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Cglutamic%20acid%20decarboxylase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	816711	Gene	EC1.2	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CEC1.2%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	2907	Gene	GRINA	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CGRINA%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	C510153	Gene	SPECT protein, Plasmodium berghei	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CSPECT%20protein,%20Plasmodium%20berghei%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	938239	Gene	poxB	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CpoxB%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	224	Gene	ALDH3A2	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CALDH3A2%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	10263	Gene	P14	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CP14%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	2752	Gene	glutamate decarboxylase	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Cglutamate%20decarboxylase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	81632	Gene	GABA-T	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CGABA-T%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	4878	Gene	NPPA	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CNPPA%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	3878934	Gene	ace-4	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Cace-4%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	7066	Gene	TPO	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CTPO%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	3081	Gene	HGD	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CHGD%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	8659	Gene	ALDH4A1	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CALDH4A1%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	217	Gene	ALDH2	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CALDH2%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	57126	Gene	CD177	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CCD177%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	8574	Gene	succinic semialdehyde reductase	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Csuccinic%20semialdehyde%20reductase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	2752	Gene	glutamine synthetase	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Cglutamine%20synthetase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D018009	Gene	Receptors, Glycine	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CReceptors,%20Glycine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	2752	Gene	glutamate-ammonia ligase	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Cglutamate-ammonia%20ligase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:other	17	Gene	AAVS1	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CAAVS1%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	12908	Gene	Carnitine acetyltransferase	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CCarnitine%20acetyltransferase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	1312	Gene	catechol O-methyltransferase	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Ccatechol%20O-methyltransferase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	2091	Gene	FBL	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CFBL%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D017470	Gene	Receptors, Glutamate	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CReceptors,%20Glutamate%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	175	Gene	GA	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CGA%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	223	Gene	ALDH9A1	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CALDH9A1%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	3239	Gene	SPD	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CSPD%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D011963	Gene	Benzodiazepine Receptor	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CBenzodiazepine%20Receptor%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D014453	Gene	glucuronosyltransferase	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7Cglucuronosyltransferase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	NCBI:protein-coding	6530	Gene	SLC6A2	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Gene%7CSLC6A2%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
