UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D010634	Drug	Phenobarbital	0.000073888	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CPhenobarbital%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D000077213	Drug	Lamotrigine	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CLamotrigine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	C031149	Drug	glycolic acid	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7Cglycolic%20acid%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D010672	Drug	Phenytoin	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CPhenytoin%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D019788	Drug	Fluorodeoxyglucose F18	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CFluorodeoxyglucose%20F18%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D004008	Drug	Diclofenac	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CDiclofenac%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D006220	Drug	Haloperidol	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CHaloperidol%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D007649	Drug	Ketamine	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CKetamine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D008774	Drug	Methylphenidate	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CMethylphenidate%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D005013	Drug	Ethosuximide	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CEthosuximide%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	C401859	Drug	temsirolimus	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7Ctemsirolimus%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D000078785	Drug	Mirtazapine	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CMirtazapine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D000089983	Drug	Escitalopram	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CEscitalopram%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	C049853	Drug	gabazine	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7Cgabazine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D008110	Drug	Liver Extracts	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CLiver%20Extracts%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D000077443	Drug	Acamprosate	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CAcamprosate%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D020148	Drug	Butyric Acid	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CButyric%20Acid%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D013831	Drug	Thiamine	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CThiamine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D000077487	Drug	Pramipexole	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CPramipexole%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D010205	Drug	Pantothenic Acid	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CPantothenic%20Acid%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D016559	Drug	Tacrolimus	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CTacrolimus%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	C545824	Drug	amino-acid, glucose, and electrolyte solution	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7Camino-acid,%20glucose,%20and%20electrolyte%20solution%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D001622	Drug	Betaine	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CBetaine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	C020804	Drug	succinylacetone	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7Csuccinylacetone%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	C003402	Drug	sapropterin	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7Csapropterin%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D008550	Drug	Melatonin	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CMelatonin%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	FDA Drugs	4901d7c1b4e2aef6913d880bfc91240e	Drug	IOFLUPANE I-123	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CIOFLUPANE%20I-123%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D009536	Drug	Niacinamide	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CNiacinamide%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D014212	Drug	Tretinoin	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CTretinoin%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D009555	Drug	Ninhydrin	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CNinhydrin%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	C541932	Drug	Ku 0063794	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CKu%200063794%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	D004837	Drug	Epinephrine	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CEpinephrine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0268631	Disease	SSADH Deficiency	MeSH	C085075	Drug	CGP 55845A	0.000036944	https://www.biovista.com/db/link/%5B%5B%22Disease%7CSSADH%20Deficiency%22%5D,%20%5B%22Drug%7CCGP%2055845A%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D003091	Drug	Colistin	0.000186565	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CColistin%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D011729	Drug	Pyridostigmine Bromide	0.000143655	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CPyridostigmine%20Bromide%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D000109	Drug	Acetylcholine	0.000131528	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CAcetylcholine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D003345	Drug	Corticosterone	0.000121267	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CCorticosterone%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	C004691	Drug	colistinmethanesulfonic acid	0.000112872	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7Ccolistinmethanesulfonic%20acid%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D005473	Drug	Fluoxetine	0.000108208	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CFluoxetine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D012701	Drug	Serotonin	0.0000998121	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CSerotonin%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D000420	Drug	Albuterol	0.000095148	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CAlbuterol%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D007099	Drug	Imipramine	0.0000624992	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CImipramine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D004298	Drug	Dopamine	0.0000578351	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CDopamine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D004809	Drug	Ephedrine	0.0000522381	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CEphedrine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D000077770	Drug	Amifampridine	0.0000447755	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CAmifampridine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D013482	Drug	Superoxide Dismutase	0.0000363801	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CSuperoxide%20Dismutase%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D011113	Drug	Polymyxins	0.0000345145	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CPolymyxins%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
UMLS:Disease or Syndrome:MSH	C0751882	Disease	Congenital Myasthenic Syndrome	MeSH	D009638	Drug	Norepinephrine	0.000031716	https://www.biovista.com/db/link/%5B%5B%22Disease%7CCongenital%20Myasthenic%20Syndrome%22%5D,%20%5B%22Drug%7CNorepinephrine%22%5D%5D?strength-weight-map=%257B%2522MEDLINE_STRENGTH_AB%2522:1.0,%2522HPO%2522:100.0%257D
